,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,87,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
1,4,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2,4,1,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0
3,2,7,2,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
4,0,0,0,0,93,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,4,84,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,6,92,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,0,0,0,0,7,7,1,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,2,0,2,95,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,1,98,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2,4,5,2,0,0,0
15,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,93,2,1,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,89,2,5,0,0,0
17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,88,2,0,1,0
18,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,90,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,5,2
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
