,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,91,1,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0
1,3,93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2,5,1,89,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
3,2,4,1,91,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,0,0,0,0,93,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0,5,81,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,0,0,1,2,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,6,6,0,87,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0,0,0,1,1,3,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,1,4,2,0,0,0
15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,94,3,1,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,88,2,5,0,0,0
17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,86,2,0,1,0
18,3,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,1,86,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,8,1
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,1
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99
