,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,86,1,2,3,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,0,0
1,3,91,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
2,5,1,89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0
3,4,9,1,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4,0,0,0,0,90,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,0,0,0,8,77,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,1,0,0,4,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,10,7,1,81,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0,0,0,0,1,0,2,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,99,0,1,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,2,0,0,98,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,1,3,4,0,0,0
15,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,95,1,0,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,89,2,5,0,0,0
17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,87,2,0,0,0
18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,6,2
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,98
