,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,84,4,4,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,3,92,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,3,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
3,2,7,3,85,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4,0,0,0,0,91,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,6,82,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,7,91,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,9,7,2,79,2,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0,0,0,1,1,0,1,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,1,1,6,3,0,0,0
15,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,94,3,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,91,3,3,0,0,0
17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,3,81,4,0,0,0
18,2,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,90,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,2
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,94,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,96
