,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,90,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0
1,3,90,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
2,1,1,92,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
3,4,7,2,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,93,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,9,77,2,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,1,6,91,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
7,0,0,0,0,8,8,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,2,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,2,0,0,98,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,2,0,4,2,0,0,0
15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,95,1,1,0,0,0,0
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,91,1,4,0,0,0
17,1,1,2,1,0,0,0,0,0,0,0,0,0,0,4,0,0,89,1,0,1,0
18,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,3
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99
