,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,93,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0
1,2,86,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
2,5,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
3,3,6,4,86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,93,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,12,79,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,5,93,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,9,7,0,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,0,98,0,1,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,2,5,2,0,0,0
15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95,1,2,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,91,1,5,0,0,0
17,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,86,3,0,0,0
18,3,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,87,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,5,3
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,98,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99
