,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,87,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0
1,2,88,2,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2,1,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
3,1,6,3,86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0
4,0,0,0,0,92,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,8,80,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,8,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,6,8,0,84,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8,0,0,0,0,1,0,1,2,96,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,2,0,0,98,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,2,0,0,98,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,2,6,2,0,0,0
15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,93,3,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,88,2,7,0,0,0
17,4,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,87,1,0,1,0
18,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,91,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,8,2
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
