169.78574,674.21564,109.84633,122.86487,271.80237
164.10365,838.772,278.90057,204.16808,78.21134
368.87225,779.9944,444.65488,284.32904,276.1548
514.19507,903.3197,630.23724,257.377,227.14381
258.07846,919.65515,817.0863,156.73277,675.6579
210.35155,1205.9773,490.94733,145.6024,750.25134
188.74146,1142.9216,234.33269,158.50531,136.52412
184.63425,626.6452,261.72556,182.27127,119.859924
295.08356,436.30743,376.0282,201.55939,61.93064
201.9663,347.13428,475.1272,124.6822,344.695
161.63031,337.67685,484.03955,128.23941,425.97214
197.11653,374.966,494.62073,151.76529,403.89813
311.01895,424.02524,489.31158,181.15088,508.00638
375.153,641.94666,446.63422,201.62422,339.74493
189.53206,696.0753,427.17368,265.45374,418.65298
103.34485,850.7683,258.72522,183.85197,484.13202
193.2187,885.2698,304.6581,113.091156,119.260635
465.39102,669.0058,613.6993,153.62042,147.35374
610.37415,582.99164,861.00006,157.09457,174.86395
618.1527,367.63605,957.5931,75.78787,310.18243
1041.338,449.747,1127.08,232.42444,366.56702
663.1432,578.9933,1052.7585,613.4599,936.4442
67.71033,965.00543,472.24188,672.8496,1619.5966
23.06166,1942.1838,157.16292,470.6156,833.93475
58.3553,582.0032,230.50569,103.615265,23.768024
1366.4906,359.4124,663.23224,52.757694,47.86435
1190.722,231.08865,944.7267,82.13831,142.2145
357.17303,88.664185,658.16034,166.41417,868.6836
137.52045,173.75778,358.12897,224.7596,383.5073
242.1665,395.79395,734.5667,201.39284,116.59094
518.6389,743.21796,778.15173,312.16998,280.50366
409.9181,984.98096,418.98212,459.0999,205.94376
396.08548,1155.1848,312.66974,407.6556,333.603
527.1454,1366.2944,253.24081,428.3645,263.28818
490.34827,1323.3949,612.5375,279.8426,296.78204
402.52905,1667.8079,681.401,126.02409,473.08102
381.3308,1624.7102,430.83063,167.85649,419.8435
490.56946,1527.5293,261.9294,601.7679,606.45544
533.67554,1651.5117,165.7981,1112.1705,528.9985
446.7113,948.99243,124.27443,968.47217,145.66335
748.8561,388.14053,384.81808,591.7008,137.4276
472.9289,197.78798,765.62445,376.07172,432.59363
408.80563,217.47997,651.3826,516.28894,815.99646
505.77478,518.8501,584.0908,575.1283,500.8651
341.09662,116.50423,628.294,388.88525,265.73825
763.578,22.38775,971.42017,302.33188,266.51007
682.4789,35.354603,923.0296,147.83087,242.51205
414.7386,27.886597,705.90076,211.30957,623.7004
335.57867,156.46846,522.125,279.54324,260.4831
303.3703,382.2614,643.7023,70.83003,331.7328
330.04248,778.99634,594.34595,70.80107,527.66534
361.08014,897.68195,427.85278,109.92787,315.3127
467.4582,542.64294,348.09778,171.4896,343.96964
605.2314,461.9311,340.7095,224.78503,298.0516
521.42847,337.52237,451.07373,354.49594,1000.06396
176.8993,619.51025,381.23227,421.63992,1351.4979
106.92387,973.1094,440.14978,394.29303,402.45587
132.47772,718.5586,380.35156,257.69382,227.28906
179.72348,629.28723,296.81372,140.88655,110.37979
216.38744,570.87994,318.24655,188.57959,262.46198
441.7018,832.53986,403.2236,165.47296,381.64032
329.09033,882.9444,397.1165,139.23334,162.61531
174.47379,560.81934,353.54944,86.67781,281.44705
196.79607,477.2788,363.59955,84.12021,148.90948
101.762955,510.3999,227.34842,169.22334,310.72845
88.64201,750.85126,213.745,175.65746,425.45352
69.68798,906.35364,462.84836,151.00412,33.59825
208.13847,694.59204,613.70703,130.26604,59.737972
351.20908,566.7156,781.5869,104.17372,101.22551
325.43512,218.04373,804.45514,147.94836,109.07112
466.70673,122.00521,686.3284,118.35242,113.4335
364.42258,163.87894,603.676,84.36383,38.543896
284.09857,371.9371,434.2555,119.861084,192.02695
314.66983,712.76196,184.60959,103.66995,79.23511
182.73006,560.34656,203.08484,133.7214,235.34666
130.02522,590.32263,292.97498,92.69232,334.2091
84.62449,705.75183,707.8036,95.85645,109.92146
81.478584,805.7232,660.677,114.90109,364.2584
126.09767,1140.1116,400.67926,145.2998,311.3226
97.29641,1082.9846,241.82103,137.15141,309.01434
280.05667,973.27637,221.34555,227.64195,338.4396
160.18016,721.4326,184.03812,331.25705,227.79604
155.32935,390.16095,137.8347,110.59898,237.85143
240.89474,415.45154,278.74084,19.020142,168.99538
538.106,362.75623,702.1779,75.65414,161.45816
788.2497,378.22086,1050.2375,242.84106,416.8161
287.58124,323.34164,1141.4137,252.0103,478.64795
284.78674,281.00763,820.5888,85.23772,376.0194
377.03125,354.52844,458.6445,79.42427,333.21048
441.14636,574.5689,259.20218,401.89154,846.60876
209.13374,1032.23,123.796814,324.84048,858.44885
230.74673,898.72156,258.64075,88.57513,5.318765
668.42664,98.568115,690.07043,72.6634,19.648033
813.6962,28.130468,1637.2394,81.28331,11.461617
204.69855,115.76914,1925.8484,231.7587,969.94653
57.16781,553.4046,600.55743,243.01663,1116.548
143.55014,954.8657,81.60495,216.18683,67.68673
193.20654,747.45917,202.82538,184.918,77.650215
240.2623,587.1268,295.32675,197.84694,72.862946
171.26407,368.3169,215.09085,156.62543,346.42715
