68.67232,157.57657,93.729645,164.5723
270.59375,275.0217,323.60907,219.35031
241.75638,164.90463,278.93384,396.66528
91.747795,94.21177,131.65736,407.89746
71.24458,70.35932,155.16415,167.33119
33.145977,88.603745,88.10173,82.505424
135.5359,278.32672,109.36273,31.597794
118.8195,294.50427,127.50101,87.18045
142.87491,379.0613,151.1228,129.50082
259.6469,531.8053,270.1112,221.76912
114.6104,558.93005,154.10953,195.57285
156.34642,566.06104,74.457375,142.68724
154.06096,416.51224,78.583885,188.28566
60.831158,273.7505,67.33299,119.79917
76.91399,216.21753,104.848816,50.817566
37.09104,195.20566,57.76333,104.02406
48.257465,291.26907,29.335606,60.068657
50.586697,447.1764,23.151808,100.36834
138.41138,722.81445,73.72565,151.9311
393.10486,761.99023,289.664,136.7932
153.04562,465.33743,314.2311,192.23126
169.6068,323.2064,371.94662,160.59424
147.94464,233.07626,352.5633,231.84662
70.923294,407.35837,258.63406,201.21747
255.11765,605.1565,213.33806,284.53302
84.00748,488.43573,101.468506,315.2334
267.50464,448.99292,151.95563,131.05066
283.34442,409.01877,140.0465,178.39923
237.8421,430.57056,49.71362,194.9257
405.13373,521.7049,123.97945,313.5933
182.60434,557.88306,163.7489,403.56183
361.36697,642.228,273.00064,334.31488
276.8744,401.532,247.18755,353.30902
94.86956,224.06271,173.29501,273.66577
93.23222,145.72432,190.91519,88.47094
93.63926,288.9034,162.88931,98.46247
551.9003,704.8682,513.95984,239.35382
566.16394,445.15515,711.6594,721.20337
285.59274,117.090034,791.24084,923.77045
165.84192,55.122643,680.25287,848.60583
49.57483,27.704021,337.13516,589.33997
96.4017,62.35428,259.22253,343.61606
77.67018,65.161835,258.33914,404.31485
30.894264,95.00734,163.38503,405.1993
47.37678,65.66453,200.07681,249.51772
44.445732,181.17163,103.46086,336.9515
643.9188,476.92722,548.1256,854.3321
523.2333,477.02118,557.41046,886.78046
213.65086,445.5877,157.9791,632.53235
229.14395,253.77773,97.29052,104.01414
240.06345,83.68319,74.38794,51.44248
103.024414,69.56236,196.63425,99.916
32.871315,198.28784,257.2445,194.31076
50.962387,361.7492,385.66437,266.92426
329.2818,479.3452,625.7783,510.76025
80.02745,398.29712,446.40973,392.99127
111.12163,357.15027,43.789486,55.332153
89.59247,277.8709,56.62763,62.263542
52.906116,335.74115,223.20586,137.96124
218.73497,415.59967,336.8222,377.94302
55.94872,275.47748,234.92743,350.26044
100.5731,239.00005,152.06781,246.68607
85.44231,203.41223,145.58109,253.47568
65.73592,234.57181,122.705536,286.93112
115.035385,207.66373,262.66406,186.12619
157.2642,356.6823,287.6004,274.37506
433.3544,784.3292,439.44434,360.82584
362.6838,708.3863,339.78183,365.4253
248.22363,518.64795,152.75987,267.48395
392.29794,312.9947,98.60321,240.77838
422.47522,187.72638,79.60609,339.8195
347.00037,104.27638,257.71948,344.14062
198.23302,139.8118,362.06207,382.60468
97.2802,337.54523,315.69678,392.4521
188.96384,478.6986,302.8029,193.33627
180.87418,485.31537,172.90793,133.59338
502.37552,653.4295,250.34482,236.50522
453.18713,406.57605,315.69138,345.83426
230.5708,190.75893,253.2341,322.7866
126.7418,184.83391,314.17163,343.87427
13.04545,98.818474,233.55661,301.55637
16.566393,86.32159,140.73882,98.36704
32.901154,271.10855,86.60185,41.62535
401.36444,905.0697,64.33029,57.734505
1254.2236,1172.9636,359.54987,319.77875
608.16,831.176,370.28287,458.46893
298.15625,551.6709,109.08447,250.05423
199.73204,307.7173,180.3406,343.44254
27.783854,181.19824,348.72394,418.79706
36.891502,170.68233,417.96646,672.9685
7.427319,55.79463,121.60619,858.4615
1.2456583,19.040907,22.397936,317.52878
3.125414,33.179226,38.66291,128.52971
26.74321,150.0833,309.2985,453.82687
216.76874,494.84778,693.96094,830.04175
81.09289,775.3354,330.66315,285.0982
510.07336,872.37305,154.55214,100.56534
425.42944,755.70685,208.1369,179.73862
241.33652,594.46075,129.20251,131.36652
278.44897,452.54465,135.08838,186.73013
