107.62747,31.845823,16.370588,91.9074,401.83795
260.1669,243.8277,74.85137,337.40686,365.86523
206.48798,431.46155,92.15367,341.0692,178.76624
97.73913,842.5473,72.00916,208.76825,194.94507
87.85042,1419.674,52.15602,228.34715,252.3689
83.62406,783.6725,191.47401,107.711426,846.38715
545.65753,180.03957,602.3137,848.4566,1316.3723
455.83466,165.12747,571.08875,824.67395,954.54626
262.02313,94.41982,486.44287,498.8925,649.0153
173.51881,29.326408,352.98767,507.11514,508.00076
341.34204,30.234102,275.8386,171.44308,380.86826
246.69153,121.84879,206.36952,152.82916,299.74716
189.03789,175.88167,128.05884,149.12425,256.1981
227.62267,181.32187,117.4021,141.19089,484.43176
303.5517,352.12692,179.6007,438.90393,402.71063
203.57968,296.5191,197.6977,219.3621,311.13745
116.100494,80.02661,201.48434,290.56113,268.1352
189.5776,58.36571,40.883736,162.85963,141.0611
163.89622,340.86688,15.225773,22.568445,178.3801
294.08667,688.9576,14.8040085,24.559566,343.3039
331.8848,58.560543,131.45444,12.836,960.6185
1043.231,4.8462806,527.98096,481.51108,1268.7336
759.33966,17.933346,456.44952,615.41864,904.23474
631.3289,172.04199,407.09048,320.11707,799.7244
634.2613,653.8937,471.58905,486.5924,745.1465
623.3973,529.8662,495.49173,327.845,1356.8965
713.5499,377.61304,582.3775,1298.494,1317.1825
294.7432,445.95172,381.67386,1551.9506,347.17957
99.88872,868.8744,390.3319,954.4303,142.5658
46.065277,1071.572,152.44292,390.55966,219.01505
39.110035,1010.6081,165.4919,221.61526,509.11914
249.499,746.06946,350.68213,736.01465,645.97595
185.42299,671.4309,208.46698,740.61975,278.04446
108.04594,672.17566,81.37936,371.76733,119.4725
91.03487,797.18665,22.977404,110.47221,113.61851
120.03616,375.96616,103.18611,87.840454,769.69324
758.09283,280.79105,568.9273,1103.7402,1325.1554
837.40393,297.54913,381.77896,823.5582,732.80115
528.3725,221.2177,132.3566,115.19559,207.0466
57.98007,607.7715,34.851543,272.2856,122.54027
25.79467,776.06586,18.106337,250.79318,125.91897
76.09299,765.0407,12.534372,295.49036,63.269165
49.66,909.8722,14.278461,309.0399,46.35107
45.514973,1386.6565,15.650612,290.27472,100.49507
124.85555,1506.3331,18.747656,57.772835,355.76038
78.28848,454.26584,142.2823,63.5574,767.8524
699.20795,92.22661,608.73895,344.33395,1273.5898
718.74084,98.29478,448.82816,364.62277,1321.7943
860.4191,81.76171,436.60037,519.729,1366.33
697.5713,81.899376,149.42245,1509.464,825.6645
392.93518,220.08543,12.706726,752.81665,553.76624
360.31467,824.9121,73.544106,221.18188,534.30707
470.68677,769.31396,527.9506,150.9745,1000.8939
796.0075,243.15013,1696.6023,472.65378,2133.1426
465.3092,87.916695,1775.8895,2563.8042,1137.655
143.5332,638.2987,447.34064,1511.7351,125.912735
18.559021,1501.2173,18.906029,277.242,28.57836
22.576073,856.3189,13.117144,135.10945,116.12162
63.31601,209.00607,67.9615,148.32532,264.9947
141.34702,246.26808,138.0125,258.05145,212.31958
111.93001,289.9067,305.38702,184.6215,498.3505
259.84683,218.5586,592.84705,447.71204,1039.9448
314.78882,248.84483,662.41846,440.79913,1247.001
541.0628,150.78072,993.5045,569.8247,1705.5256
741.6995,114.14609,1227.4114,867.9519,1821.3376
813.57367,152.17194,1349.8273,857.01526,1833.6802
728.37476,117.86773,1289.4556,1126.1198,1825.6256
499.50894,157.9894,1002.99567,1181.2706,1700.0775
379.65622,291.72025,633.7981,889.0343,1616.1819
594.9616,264.02374,516.97455,553.77673,1726.6744
747.41327,333.63156,746.6295,636.1727,2175.8286
756.95996,342.4975,874.2813,1191.6211,2340.228
503.08447,450.53,741.2251,1143.0366,1791.7168
204.2313,454.20975,619.8334,774.8291,1274.2681
30.680126,334.1559,331.84036,1151.6532,457.6643
112.29845,481.2707,98.96661,627.6364,134.24715
27.177437,1040.8607,94.494255,254.21628,85.01227
13.682311,1143.4883,136.23624,257.70395,338.31607
101.50965,818.51166,308.214,269.89325,768.9934
96.86371,765.6919,354.66672,1073.7058,274.40363
38.418922,897.77185,90.0353,762.93536,383.7799
214.69855,1431.3226,141.7234,553.13855,734.751
124.12518,1162.9485,95.20339,510.00143,1289.1476
386.83942,499.82343,539.4902,743.8466,2252.68
913.01263,140.55403,802.059,1638.8727,2106.1565
871.96173,176.00757,480.50275,808.7155,1437.8153
376.62305,432.55933,251.78175,423.9961,846.52905
298.52512,400.91522,215.65948,476.52536,650.6894
253.729,185.57263,292.68268,381.2723,562.62756
253.39604,105.42836,266.74817,439.37927,589.47876
185.66986,156.5047,465.73315,336.36664,792.2477
262.18555,280.245,515.6355,690.2129,871.5762
273.90457,215.79425,248.30698,692.605,889.57916
543.2898,41.59423,316.44962,809.28723,1328.9467
609.0718,31.91251,904.16724,1660.0659,1058.9843
685.7739,72.69524,859.155,753.44476,520.1288
87.444626,229.54108,289.35297,116.75589,293.69238
80.872696,230.90543,264.34357,100.51256,283.1273
63.289635,169.94685,334.11234,99.507034,416.16364
85.94133,232.79175,284.07108,367.97568,467.20975
