37.679344,32.87996,475.6064
58.828552,63.66849,96.32595
75.822296,63.835464,99.132935
139.25734,193.5861,177.35745
190.83115,330.9759,150.37987
165.21869,302.64774,113.56773
250.79541,457.34177,190.61427
270.76328,387.10474,357.778
209.33061,243.08876,442.14264
80.6123,126.81059,319.23846
5.006631,44.426865,147.49478
9.692919,36.086964,12.625778
44.686047,126.28026,8.34058
127.14647,522.5714,54.383472
309.18335,724.7822,358.0852
154.8971,335.06937,430.8881
74.82959,259.33795,72.930046
138.383,347.0655,88.49214
265.2395,636.1175,214.59871
1028.666,860.98615,458.07642
1476.9492,426.70847,810.8115
878.0701,80.54565,476.73944
422.68353,50.750706,279.25314
307.0143,50.307674,83.74533
248.12808,56.23631,211.01495
144.93716,30.796247,494.66376
212.10959,458.7196,340.2765
283.1498,460.0851,332.1766
279.56754,380.31787,437.72913
173.45065,343.87317,438.70428
52.735203,195.64249,281.92316
154.61626,371.8243,65.006836
188.0441,335.602,125.30571
160.72217,368.26993,197.97433
88.10002,418.03516,353.40094
26.255234,186.9195,293.20404
74.318436,211.81393,56.230576
88.447266,211.44781,89.81816
91.290695,273.80017,154.49698
213.75928,350.46387,342.94272
198.25754,165.39801,426.3802
100.714584,194.18272,110.0651
35.157413,193.82332,36.656853
26.16989,421.38562,89.418976
105.42703,666.9505,284.05432
162.71637,481.2597,314.14386
176.6519,839.1539,413.7848
139.61577,700.1678,480.86722
65.65555,557.2057,456.1814
72.62048,562.1782,367.19138
9.165899,265.31964,157.70361
33.298576,134.92188,37.53551
137.558,149.84824,101.06676
241.72922,241.55768,110.728806
267.37878,289.19373,216.85345
113.38614,96.544174,280.24054
71.5116,425.34265,410.8781
32.65351,207.29767,634.5888
3.5647898,5.4172645,496.65143
64.948875,31.261978,65.115776
229.21031,273.05878,33.24907
297.6822,944.20734,195.53993
241.88937,746.2063,108.73667
163.38963,406.9911,27.215906
315.96234,239.83536,110.738556
336.36353,97.248795,308.03076
165.84146,88.98844,39.95666
129.50159,200.29637,8.385171
244.57268,643.4562,16.6303
418.10806,977.2097,108.016075
369.74487,1043.6401,85.056274
667.01636,1403.7017,286.19962
615.4247,1101.924,709.00037
237.72269,531.86285,560.22595
122.298584,278.58615,141.62369
132.88754,259.60257,105.72824
300.00302,369.62698,112.93187
237.48924,295.84363,102.734695
271.48868,419.3366,119.76461
303.8026,641.254,109.97223
324.68005,959.6249,265.41046
549.8795,1445.345,741.0111
466.39343,882.4811,1015.7111
126.02823,250.34712,581.9086
36.977745,272.1885,177.35785
62.20593,356.0086,249.03687
163.16235,562.3065,315.3267
63.439594,299.99878,211.16063
6.614888,69.063866,44.0566
7.035179,30.151545,56.068954
19.514887,34.647053,171.72832
122.42888,90.709526,252.82571
270.48813,29.785395,454.4478
305.7077,16.05214,586.4792
48.611763,23.119328,374.91315
1.8590366,7.960774,147.25882
3.3482513,29.511158,142.00166
6.1007524,18.997526,136.78
7.4555597,11.306791,139.18613
34.582466,26.945654,6.269727
