,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,92,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
1,2,90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
2,4,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
3,3,5,2,88,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,93,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,5,86,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,5,92,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7,0,0,0,0,6,6,1,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,1,0,0,98,0,1,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,1,2,5,3,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,2,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,92,0,5,0,0,0
17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,89,2,0,0,0
18,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,88,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,3
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,96,1
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99
