,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,92,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
1,1,94,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2,5,2,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
3,4,4,2,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,0,0,0,0,92,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,8,82,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,5,92,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
7,0,0,0,0,7,6,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,2,0,0,98,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,99,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1,2,4,2,0,0,1
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,1,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,90,1,6,0,0,0
17,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,86,3,0,0,0
18,2,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,90,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,7,3
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,1
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99
